customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,ServiceCount,ContractRisk,TenureGroup,HasSupport,HasStreaming,ValueScore,CustomerSegment
0302-JOIVN,Female,No,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,842.9,Yes,105.3625,5,3,New (0-12m),0,1,0.5393698175787728,Medium Value
3858-XHYJO,Female,No,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),105.75,4228.55,No,105.71375,6,2,Established (25-48m),1,1,0.7446102819237147,High Value
4299-SIMNS,Male,No,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,784.45,No,87.16111111111111,3,3,New (0-12m),1,0,0.4255223880597015,Medium Value
7025-IWFHT,Male,No,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.55,3729.75,No,90.96951219512195,4,2,Established (25-48m),1,1,0.6534494195688225,High Value
6261-LHRTG,Female,No,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1406.9,No,54.111538461538466,3,3,Established (25-48m),0,0,0.3623548922056385,Medium Value
7841-FCRQD,Female,No,Yes,No,33,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),53.75,1857.3,No,56.28181818181818,3,2,Established (25-48m),1,0,0.395273631840796,Medium Value
2056-EVGZL,Male,No,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),105.75,7322.5,No,107.68382352941177,6,2,Loyal (49-72m),1,1,0.9001658374792703,High Value
8777-MBMTS,Female,Yes,Yes,No,65,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.85,6725.5,No,103.46923076923076,6,1,Loyal (49-72m),1,1,0.8840961857379768,High Value
7753-USQYQ,Male,No,No,No,55,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,64.2,3627.3,No,65.9509090909091,4,2,Loyal (49-72m),1,1,0.5798839137645109,High Value
5366-IJEQJ,Male,No,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.7,1761.45,Yes,88.0725,4,3,Early (13-24m),0,1,0.5317081260364843,Medium Value
7661-CPURM,Male,No,No,No,19,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),87.7,1725.95,No,90.83947368421053,3,2,Early (13-24m),1,1,0.5201824212271973,Medium Value
6233-HXJMX,Female,No,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.3,4192.15,No,93.15888888888888,4,3,Established (25-48m),0,1,0.674179104477612,High Value
5902-WBLSE,Female,No,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.15,1411.2,No,20.16,1,1,Loyal (49-72m),0,0,0.4002321724709784,Medium Value
1981-INRFU,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.75,164.5,Yes,82.25,2,3,New (0-12m),0,1,0.3782752902155887,Medium Value
4971-PUYQO,Female,No,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.55,2724.6,Yes,100.91111111111111,4,3,Established (25-48m),0,1,0.6055223880597014,High Value
3239-TPHPZ,Female,No,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.05,264.55,No,22.045833333333334,1,1,New (0-12m),0,0,0.07741293532338309,Low Value
5115-GZDEL,Male,No,No,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),67.2,4671.7,No,64.88472222222222,6,1,Loyal (49-72m),1,1,0.6922388059701492,High Value
3338-CVVEH,Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.55,1173.55,No,97.79583333333333,4,3,New (0-12m),0,1,0.5221890547263681,Medium Value
8485-GJCDN,Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.05,318.5,Yes,63.7,1,3,New (0-12m),0,0,0.33106135986733,Low Value
2615-YVMYX,Male,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,7713.55,No,108.64154929577465,7,3,Loyal (49-72m),1,1,0.9272802653399669,High Value
2851-STERV,Male,Yes,No,No,35,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,73.0,2471.25,No,70.60714285714286,5,2,Established (25-48m),1,1,0.5213101160862355,Medium Value
4393-GEADV,Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.75,7842.3,No,112.03285714285714,8,1,Loyal (49-72m),1,1,0.9650082918739635,High Value
8486-AYEQH,Female,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,2227.8,No,71.86451612903227,2,3,Established (25-48m),0,0,0.5172968490878939,Medium Value
1527-SXDPN,Male,No,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),96.25,4990.25,Yes,95.96634615384616,5,1,Loyal (49-72m),1,1,0.7545605306799337,High Value
6029-WTIPC,Male,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,3744.05,Yes,101.19054054054054,5,3,Established (25-48m),0,1,0.7001824212271972,High Value
8634-CILSZ,Male,No,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.7,7220.35,Yes,104.64275362318841,6,2,Loyal (49-72m),1,1,0.8994527363184079,High Value
5419-JKZNQ,Male,Yes,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,77.9,2351.45,No,78.38166666666666,2,3,Established (25-48m),0,0,0.5227860696517413,Medium Value
2495-KZNFB,Female,No,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,2989.6,No,90.5939393939394,4,3,Established (25-48m),1,1,0.6155721393034826,High Value
1409-PHXTF,Male,Yes,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.45,6077.75,No,112.55092592592592,7,1,Loyal (49-72m),1,1,0.8504477611940299,High Value
4560-WQAQW,Female,No,No,No,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),68.7,4070.95,No,68.99915254237288,5,2,Loyal (49-72m),1,1,0.628971807628524,High Value
9591-YVTEB,Male,Yes,No,No,55,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.85,2479.05,No,45.07363636363637,3,3,Loyal (49-72m),1,1,0.46436152570480926,Medium Value
9309-BZGNT,Male,Yes,Yes,No,69,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),29.8,2134.3,No,30.93188405797102,1,2,Loyal (49-72m),0,0,0.45228855721393035,Medium Value
4274-DRSQT,Female,No,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.9,6000.1,No,90.91060606060607,4,2,Loyal (49-72m),0,1,0.7884577114427862,High Value
2027-DNKIV,Male,No,Yes,Yes,37,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,58.75,2203.1,No,59.54324324324324,4,2,Established (25-48m),1,0,0.44734660033167495,Medium Value
8075-GXIUB,Male,Yes,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.85,183.15,No,20.35,1,2,New (0-12m),0,0,0.05955223880597016,Low Value
2885-HIJDH,Male,No,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.9,6194.1,No,89.7695652173913,7,1,Loyal (49-72m),1,1,0.7931840796019901,High Value
5424-RLQLC,Male,No,No,No,10,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.65,638.95,No,63.895,3,3,New (0-12m),0,1,0.30271973466003316,Low Value
6682-QJDGB,Male,No,No,Yes,40,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.25,2139.2,Yes,53.48,3,3,Established (25-48m),1,0,0.4431177446102819,Medium Value
6507-DTJZV,Male,No,No,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),66.4,831.75,No,63.98076923076923,3,3,Early (13-24m),0,1,0.35968490878938647,Medium Value
8780-IXSTS,Female,No,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,521.3,Yes,86.88333333333333,4,3,New (0-12m),0,1,0.4622885572139303,Medium Value
7673-BQGKU,Female,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,1337.5,No,19.384057971014492,1,1,Loyal (49-72m),0,0,0.3946766169154229,Medium Value
6723-WSNTY,Female,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.1,7181.95,No,108.81742424242424,7,2,Loyal (49-72m),1,1,0.9030845771144278,High Value
9530-EHPOH,Male,No,No,No,11,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.75,608.0,Yes,55.27272727272727,3,3,New (0-12m),0,0,0.27305140961857377,Low Value
2725-IWWBA,Male,No,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,56.9,2560.1,No,55.654347826086955,4,2,Established (25-48m),1,0,0.48630182421227197,Medium Value
0345-HKJVM,Female,No,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.3,577.6,Yes,96.26666666666667,3,3,New (0-12m),0,1,0.45751243781094525,Medium Value
1061-PNTHC,Female,No,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,109.6,5953.0,No,106.30357142857143,7,3,Loyal (49-72m),1,1,0.8564842454394692,High Value
0394-YONDK,Male,No,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.15,1790.15,No,25.57357142857143,2,1,Loyal (49-72m),0,0,0.43008291873963517,Medium Value
6574-MCOEH,Female,No,Yes,Yes,33,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.15,2531.4,No,76.70909090909092,6,2,Established (25-48m),1,1,0.5469154228855722,Medium Value
7399-QHBJS,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),66.75,4760.3,No,66.11527777777778,5,1,Loyal (49-72m),1,0,0.6895522388059702,High Value
3049-SOLAY,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.2,292.85,Yes,97.61666666666667,4,3,New (0-12m),0,1,0.47606965174129356,Medium Value
0997-YTLNY,Female,No,No,Yes,19,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,48.8,953.65,No,50.19210526315789,2,3,Early (13-24m),1,0,0.2879436152570481,Low Value
3317-HRTNN,Female,Yes,No,No,5,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.7,198.0,Yes,39.6,2,3,New (0-12m),0,1,0.19165837479270317,Low Value
9479-HYNYL,Female,No,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.7,5705.05,No,80.35281690140846,6,1,Loyal (49-72m),1,1,0.7672802653399668,High Value
3235-ETOOB,Male,No,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,609.9,Yes,76.2375,2,3,New (0-12m),1,0,0.3802653399668325,Medium Value
9708-KFDBY,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.55,20.55,No,20.55,1,3,New (0-12m),0,0,0.01928689883913765,Low Value
8058-INTPH,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.65,79.65,Yes,79.65,2,3,New (0-12m),0,1,0.37212271973466,Medium Value
3642-GKTCT,Female,No,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,115.1,6993.65,No,114.64999999999999,8,2,Loyal (49-72m),1,1,0.9170978441127695,High Value
0774-RMNUW,Female,No,Yes,Yes,71,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.7,4122.65,No,58.06549295774647,5,1,Loyal (49-72m),1,1,0.6419071310116087,High Value
1334-PDUKM,Female,No,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),86.45,5762.95,No,84.74926470588235,4,2,Loyal (49-72m),0,0,0.7849419568822553,High Value
0756-MPZRL,Male,No,No,No,46,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),33.7,1537.85,No,33.43152173913043,2,2,Established (25-48m),1,0,0.3477943615257048,Medium Value
2242-MFOTG,Male,No,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),80.1,2603.3,No,78.88787878787879,3,2,Established (25-48m),1,0,0.5525870646766169,Medium Value
2927-CVULT,Female,No,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),104.05,5566.4,No,105.02641509433961,7,1,Loyal (49-72m),1,1,0.8066832504145935,High Value
2144-BFDSO,Female,Yes,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.75,5431.9,No,108.63799999999999,7,3,Loyal (49-72m),1,1,0.8180762852404644,High Value
8745-PVESG,Female,No,No,No,57,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),41.1,2258.25,No,39.61842105263158,3,2,Loyal (49-72m),1,0,0.45308457711442784,Medium Value
7647-GYYKX,Female,No,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.35,1092.35,No,20.2287037037037,1,1,Loyal (49-72m),0,0,0.31253731343283586,Low Value
5647-FXOTP,Female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6401.25,No,106.6875,6,3,Loyal (49-72m),0,1,0.8566169154228856,High Value
5569-OUICF,Female,Yes,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.3,2812.2,Yes,100.43571428571428,5,3,Established (25-48m),1,1,0.6513764510779436,High Value
8821-XNHVZ,Female,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,80.05,Yes,80.05,2,3,New (0-12m),0,1,0.3745107794361526,Medium Value
2082-OJVTK,Male,No,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.2,2698.35,Yes,93.04655172413793,4,3,Established (25-48m),0,1,0.58469320066335,High Value
9700-ISPUP,Female,No,Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.5,616.9,No,61.69,4,3,New (0-12m),1,1,0.3376451077943616,Low Value
9839-ETQOE,Male,No,No,Yes,43,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,40.45,1912.85,No,44.48488372093023,3,3,Established (25-48m),1,0,0.37142620232172474,Medium Value
6078-VESFR,Male,Yes,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.45,849.1,No,65.31538461538462,1,3,Early (13-24m),0,0,0.38386401326699837,Medium Value
9027-TMATR,Female,No,Yes,No,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,78.8,3460.3,No,80.47209302325582,6,1,Established (25-48m),1,1,0.6003814262023217,High Value
5940-NFXKV,Male,No,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.65,1465.75,Yes,77.14473684210526,3,3,Early (13-24m),0,1,0.4960033167495854,Medium Value
1941-HOSAM,Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.1,90.1,No,90.1,3,3,New (0-12m),0,1,0.4345107794361525,Medium Value
9110-HSGTV,Female,No,No,No,69,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5555.3,No,80.51159420289855,6,1,Loyal (49-72m),1,1,0.7666169154228857,High Value
0704-VCUMB,Female,No,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1278.8,No,20.963934426229507,1,1,Loyal (49-72m),0,0,0.3508291873963516,Medium Value
6171-ZTVYB,Male,No,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.25,2907.35,No,67.61279069767441,5,3,Established (25-48m),1,0,0.5254560530679934,Medium Value
8053-WWDRO,Female,No,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,146.3,Yes,24.383333333333336,1,3,New (0-12m),0,0,0.04079601990049751,Low Value
9564-KCLHR,Male,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.25,51.25,Yes,51.25,2,3,New (0-12m),1,0,0.2025704809286899,Low Value
1935-IMVBB,Male,No,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.7,4952.95,No,88.44553571428571,3,3,Loyal (49-72m),0,1,0.7376782752902156,High Value
2535-PBCGC,Female,No,Yes,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.55,4504.9,No,64.35571428571428,6,1,Loyal (49-72m),1,1,0.66530679933665,High Value
2082-CEFLT,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.6,45.6,Yes,45.6,1,3,New (0-12m),0,0,0.1688391376451078,Low Value
1470-PSXNM,Male,No,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.65,4520.15,No,92.24795918367346,5,2,Loyal (49-72m),0,1,0.7223714759535655,High Value
1213-NGCUN,Female,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.65,267.35,Yes,44.55833333333334,2,3,New (0-12m),1,0,0.2207960199004975,Low Value
2498-XLDZR,Female,No,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,73.6,2316.85,No,72.4015625,6,1,Established (25-48m),1,1,0.5082255389718076,Medium Value
9866-OCCKE,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,109.75,8075.35,No,112.1576388888889,7,1,Loyal (49-72m),1,1,0.9462686567164179,High Value
5338-YHWYT,Male,No,No,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),61.45,2302.35,No,62.225675675675674,4,1,Established (25-48m),1,0,0.4634660033167496,Medium Value
7718-UPSKJ,Female,No,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.4,7251.9,No,105.1,6,2,Loyal (49-72m),1,1,0.9096019900497514,High Value
8731-WBBMB,Female,No,Yes,No,26,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.9,2078.55,No,79.94423076923077,6,3,Established (25-48m),1,1,0.5244444444444445,Medium Value
1448-CYWKC,Female,No,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.2,6225.4,No,107.33448275862068,6,2,Loyal (49-72m),0,1,0.8413266998341626,High Value
7901-IIDQV,Male,No,No,No,24,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.6,1242.25,No,51.760416666666664,3,2,Early (13-24m),1,0,0.3503482587064677,Medium Value
2690-DVRVK,Male,No,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,99.45,No,19.89,1,2,New (0-12m),0,0,0.04150912106135987,Low Value
5688-KZTSN,Male,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,288.05,Yes,19.203333333333333,1,3,Early (13-24m),0,0,0.09378109452736319,Low Value
1270-XKUCC,Female,No,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,599.25,No,19.975,1,1,Established (25-48m),0,0,0.17532338308457712,Low Value
0334-ZFJSR,Female,No,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.05,3462.1,No,62.947272727272725,5,2,Loyal (49-72m),1,0,0.5909286898839138,High Value
2894-QOJRX,Female,No,Yes,No,25,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.0,853.0,Yes,34.12,1,3,Established (25-48m),0,1,0.23291873963515755,Low Value
5747-PMBSQ,Male,Yes,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.5,934.1,Yes,93.41,5,3,New (0-12m),1,1,0.49883913764510784,Medium Value
5583-EJXRD,Male,No,Yes,Yes,44,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),54.05,2375.2,No,53.98181818181818,5,1,Established (25-48m),1,1,0.45817578772802653,Medium Value
4565-EVZMJ,Female,No,No,No,47,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,58.9,2813.05,No,59.85212765957447,4,2,Established (25-48m),1,0,0.5037976782752902,Medium Value
3143-JQEGI,Female,No,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.35,1222.8,Yes,94.06153846153846,3,3,Early (13-24m),0,1,0.4907296849087893,Medium Value
6386-SZZKH,Female,No,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.95,5293.2,Yes,108.02448979591837,7,1,Loyal (49-72m),1,1,0.8077446102819237,High Value
3327-YBAKM,Female,No,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,96.9,6314.35,No,98.66171875,5,2,Loyal (49-72m),1,1,0.8251077943615257,High Value
9441-QHEVC,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,No,19.1,1,3,New (0-12m),0,0,0.010630182421227206,Low Value
6705-LNMDD,Male,No,No,No,20,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.0,1003.05,No,50.152499999999996,2,3,Early (13-24m),1,0,0.30066334991708127,Low Value
2580-ASVVY,Female,No,Yes,No,37,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,45.4,1593.1,No,43.056756756756755,3,1,Established (25-48m),1,1,0.3676451077943615,Medium Value
3370-GQEAL,Male,No,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.45,2509.95,No,83.66499999999999,3,3,Established (25-48m),0,1,0.5678606965174129,Medium Value
5032-USPKF,Female,No,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),84.1,3187.65,No,83.88552631578948,7,2,Established (25-48m),1,1,0.60424543946932,High Value
2982-IHMFT,Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,74.45,Yes,74.45,2,3,New (0-12m),0,0,0.34107794361525706,Medium Value
3521-SYVOR,Female,No,No,No,37,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.75,2345.2,Yes,63.38378378378378,3,3,Established (25-48m),0,1,0.483167495854063,Medium Value
4254-QPEDE,Female,No,Yes,No,52,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),66.25,3330.1,No,64.04038461538461,6,1,Loyal (49-72m),1,1,0.5754560530679933,High Value
6283-GITPX,Male,No,No,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),76.9,5522.7,No,77.78450704225352,6,1,Loyal (49-72m),1,1,0.7445936981757878,High Value
9526-JAWYF,Male,No,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.8,2335.3,Yes,89.81923076923077,4,3,Established (25-48m),0,1,0.5716086235489221,High Value
0771-CHWSK,Male,No,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),74.6,4798.4,No,72.7030303030303,6,1,Loyal (49-72m),1,1,0.7030845771144278,High Value
9788-HNGUT,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.95,8594.4,No,119.36666666666666,8,1,Loyal (49-72m),1,1,0.9892537313432836,High Value
9495-REDIY,Male,No,No,Yes,25,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),40.65,970.55,No,38.821999999999996,2,2,Established (25-48m),1,1,0.272620232172471,Low Value
